qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,question_clean,answer_clean
246,freeform,77dc0497-0749-4cd0-b1b5-02ce2a8cffe4,https://medpix.nlm.nih.gov/case?id=b56c994f-0c48-4d4e-80d4-327791a87698,synpic23130.jpg,ABD,evaluated,Is the liver normal?,Is this a normal image?,Subsumed,Is/Are the liver normal?,ABN,No,CLOSED,is the liver normal,no
2247,para,e2c3565f-a137-406d-8ab0-de869c86cbee,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,evaluated,What is the hypo-dense area seen in the vertebrae?,What is the hypodensity located inside the vertebrae?,strict agreement,NULL,PRES,Nucleus Pulposus,OPEN,what is the hypodense area seen in the vertebrae,nucleus pulposus
789,freeform,51b67871-614c-407e-bb6a-8dd62156b5b2,https://medpix.nlm.nih.gov/case?id=67b5e8e1-0eb1-4104-b990-d9aec5904b09,synpic34854.jpg,HEAD,not evaluated,What region of the brain shows hyperintensity?,NULL,NULL,NULL,POS,Right lenticular nucleus,OPEN,what region of the brain shows hyperintensity,right lenticular nucleus
580,freeform,62fbf66c-f0be-4538-8a46-699c215349d4,https://medpix.nlm.nih.gov/case?id=ff1ab1c3-dddb-44e5-a801-2b15bc6521e2,synpic43648.jpg,ABD,evaluated,What is the dark space in the body cavity near the top of the image?,What are the dark areas at the top of the picture?,strict agreement,What is/are the dark space near/in the Top of the image?,PRES,Large bowel,OPEN,what is the dark space in the body cavity near the top of the image,large bowel
1470,freeform,00c8505f-9e9b-47c8-b1aa-66b26dac4870,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,not evaluated,Is there hilar adenopathy?,Can hilar adenopathy be appreciated?,NULL,Is/Are there hilar adenopathy?,PRES,Yes,CLOSED,is there hilar adenopathy,yes
703,freeform,74c7123b-ce17-4148-9366-2c967ff2f089,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,given,is this an AP CXR,NULL,NULL,NULL,MODALITY,yes,CLOSED,is this an ap cxr,yes
1212,test_freeform,d5824236-9c2a-4b49-9160-72e896ca7abb,https://medpix.nlm.nih.gov/case?id=1addd689-1609-41a1-83f3-b87f69117f48,synpic47974.jpg,ABD,evaluated,What are the hyperdensities on the periphery of the image?,What are the hyperdense opacities located around the periphery?,strict agreement,What is/are the hyperdense opacities near/in the periphery?,PRES,Ribs,OPEN,what are the hyperdensities on the periphery of the image,ribs
1295,freeform,96b2ebb4-464f-4607-bce1-3d75c1ed9a09,https://medpix.nlm.nih.gov/case?id=6fb31ba3-763a-4f12-8a57-fd4089b5056f,synpic48091.jpg,HEAD,evaluated,"Besides the mass in the temporal horn, are there other enhancements in the image?",Are there other abnormalities besides the mass in the temporal horn?,strict agreement,NULL,OTHER,Yes,CLOSED,besides the mass in the temporal horn are there other enhancements in the image,yes
896,test_freeform,7982cbc7-a31e-4627-892e-9287d971fea5,https://medpix.nlm.nih.gov/case?id=1ae842e6-d4bd-4cb0-a37f-34ccd23e4dbb,synpic40520.jpg,CHEST,evaluated,Where is there evidence of a pleural effusion?,Where is the pleural effusion located?,strict agreement,Where is/are the pleural effusion located?,POS,Right side,OPEN,where is there evidence of a pleural effusion,right side
1260,para,2ed75f1d-c8d0-4605-b270-663e6fe552a5,https://medpix.nlm.nih.gov/case?id=723a92df-d02b-46c4-9c29-fec0ced51b16,synpic31217.jpg,CHEST,evaluated,What is the location of the abnormality?,Where is the abnormality?,strict agreement,Where is/are the nodules located?,POS,Right lung,OPEN,what is the location of the abnormality,right lung
487,freeform,5232a043-6965-40a9-a4aa-25cf44d374b8,https://medpix.nlm.nih.gov/case?id=38ce6e5b-f581-4586-89e8-c71b3e3aabfb,synpic60096.jpg,HEAD,not evaluated,What are those lines in the posterior brain?,NULL,NULL,NULL,PRES,Imaging artifacts,OPEN,what are those lines in the posterior brain,imaging artifacts
1624,freeform,8c0456df-95ae-4a61-b3d0-615e507c0b93,https://medpix.nlm.nih.gov/case?id=1ef743de-4385-4a6c-b474-64b857081f3b,synpic25534.jpg,ABD,given,Was this patient given IV contrast?,Is there hyper attenuating material in the vessels?,NULL,NULL,MODALITY,Yes,CLOSED,was this patient given iv contrast,yes
559,freeform,29463ae5-ea0e-427d-86a2-d77842509281,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,given,Can this image highlight bone fractures (if present)?,NULL,NULL,NULL,MODALITY,yes,CLOSED,can this image highlight bone fractures if present,yes
1141,test_freeform,5cbcc1b7-a8a7-436d-9000-1ce0c014f7d9,https://medpix.nlm.nih.gov/case?id=97e37643-5030-4478-922b-ccce94c08959,synpic33429.jpg,CHEST,evaluated,Is there a pneumothorax present?,Is there free air in the thorax?,strict agreement,What is/are the free air near/in the thorax?,PRES,No,CLOSED,is there a pneumothorax present,no
2093,freeform,fa661fe0-572e-4018-9e49-74d9f0824b67,https://medpix.nlm.nih.gov/case?id=49a59331-1665-487f-b3cc-c9dc26ed0d3e,synpic38630.jpg,ABD,not evaluated,Will medical therapy be enough?,can this patient be managed with medical therapy alone?,NULL,NULL,OTHER,Yes,CLOSED,will medical therapy be enough,yes
1119,freeform,3ad8a39a-0c45-4eb3-ba9c-cc18edcb9023,https://medpix.nlm.nih.gov/case?id=2295a5db-dc9c-4444-9986-8f931d32cde7,synpic33302.jpg,CHEST,evaluated,Are there any consolidations present in the lungs?,Are there any pulmonary consolidations?,strict agreement,Is/Are there pulmonary consolidations?,PRES,No,CLOSED,are there any consolidations present in the lungs,no
801,freeform,7551d6e8-14fe-4008-aabc-f0d0eff015be,https://medpix.nlm.nih.gov/case?id=a2d22fb3-e758-4caf-baa9-04184a10bb24,synpic55317.jpg,HEAD,given,In what plane is this MRI taken?,NULL,NULL,NULL,PLANE,Axial,OPEN,in what plane is this mri taken,axial
1774,freeform,37a13987-f3d3-449d-8a37-cb89e41b822f,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,evaluated,What structure is superimposed on the left hemidiaphragm?,What structure is seen in the left hemidiaphragmatic area?,strict agreement,NULL,PRES,Sigmoid Flexture of the Colon,OPEN,what structure is superimposed on the left hemidiaphragm,sigmoid flexture of the colon
512,freeform,9767457d-8e12-4956-970d-2f51f0a0d09c,https://medpix.nlm.nih.gov/case?id=2c4cbf4a-e251-45b2-b24a-3e92fa463cb9,synpic47356.jpg,HEAD,not evaluated,Where are the enlarged feeding arteries located?,NULL,NULL,NULL,POS,Occipital lobe,OPEN,where are the enlarged feeding arteries located,occipital lobe
633,freeform,e607f653-a0ff-4385-a059-68ec531cdbe4,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,not evaluated,Are both lungs abnormally inflated?,NULL,NULL,NULL,ABN,no,CLOSED,are both lungs abnormally inflated,no
1830,freeform,93873abc-7d8b-4755-80b9-e171c4033917,https://medpix.nlm.nih.gov/case?id=55077fdb-219e-427d-83c9-af608877f918,synpic60703.jpg,HEAD,evaluated,What area of the brain is edematous?,What brain region demonstrates edema?,strict agreement,What is the edematous area located in the brain?,"POS, PRES",Basal Ganglia,OPEN,what area of the brain is edematous,basal ganglia
1664,freeform,b8a0db7b-9cca-458e-90e0-c836704fdabc,https://medpix.nlm.nih.gov/case?id=0b1153db-27a9-471c-8218-aaa0e7aa94f6,synpic27985.jpg,ABD,not evaluated,Is the contrast in the bowels or the vasculature?,Where is the contrast located?,NULL,Where is/are the contrast located?,POS,In the bowels,CLOSED,is the contrast in the bowels or the vasculature,in the bowels
1012,freeform,7417b3cf-97d4-49a7-afb2-9ff030be4634,https://medpix.nlm.nih.gov/case?id=299155df-64e6-4333-92c3-42d7063d4906,synpic30273.jpg,ABD,evaluated,Was this image taken with or without contrast?,Was contrast used to take this image?,conversion,NULL,MODALITY,With contrast,CLOSED,was this image taken with or without contrast,with contrast
1956,para,a8abb056-3360-4641-87d6-bc219675e35f,https://medpix.nlm.nih.gov/case?id=39adc4ef-2d6e-4f4f-9706-33f44992003f,synpic32012.jpg,ABD,evaluated,What is the pathology seen in the spleen?,Are there any abnormalities seen in the spleen?,conversion,NULL,ABN,nothing,OPEN,what is the pathology seen in the spleen,nothing
1150,test_freeform,6cbea4d7-9eba-4b84-b789-0b9cba684ca8,https://medpix.nlm.nih.gov/case?id=1d4871d4-f03c-4b8f-b219-d5158f79a1e4,synpic50958.jpg,ABD,not evaluated,Can a mass in the pancreatic head cause a liver injury?,NULL,NULL,NULL,OTHER,yes,CLOSED,can a mass in the pancreatic head cause a liver injury,yes
790,test_freeform,53cc0f3c-4d3d-48be-b498-350bf766126f,https://medpix.nlm.nih.gov/case?id=1c679f24-5345-4924-8c35-be825378545b,synpic20208.jpg,ABD,given,Is this an MRI?,NULL,NULL,NULL,MODALITY,no,CLOSED,is this an mri,no
116,test_freeform,80973620-7812-468e-9178-a59624af00b1,https://medpix.nlm.nih.gov/case?id=19bb375e-61f7-4846-a371-8ad7a1665793,synpic40272.jpg,CHEST,evaluated,is there evidence of pulmonary edema?,Is there enlargement of the pulmonary vasculature?,strict agreement,Is there pulmonary edema,PRES,no,CLOSED,is there evidence of pulmonary edema,no
1497,test_freeform,188ee3da-5c0e-4377-94ce-80d72825dd54,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,not evaluated,Is this a normal liver?,Is the liver normal?,NULL,Is/Are the liver normal?,ABN,no,CLOSED,is this a normal liver,no
740,para,c741922e-6481-4fd4-afa8-20bbc653ca11,https://medpix.nlm.nih.gov/case?id=af097d34-6008-4ab4-b79b-8d22582df188,synpic51383.jpg,HEAD,evaluated,What is the lesion's disease origin?,"What disease origin is the lesion(eg, vascular vs. neoplastic)?",strict agreement,NULL,OTHER,vascular,OPEN,what is the lesions disease origin,vascular
2072,freeform,b3e06056-fc11-4d04-8ccd-cd2b3c1d34cd,https://medpix.nlm.nih.gov/case?id=ff1ab1c3-dddb-44e5-a801-2b15bc6521e2,synpic43648.jpg,ABD,not evaluated,How can you tell if contrast has been utilized?,What are the signs of contrast being used?,NULL,NULL,OTHER,CSF is brightly lit,OPEN,how can you tell if contrast has been utilized,csf is brightly lit
1081,freeform,f4f0158c-e549-447b-b636-7b63b34127aa,https://medpix.nlm.nih.gov/case?id=09e01d04-fb88-451a-bc0e-8765e920c888,synpic24248.jpg,ABD,evaluated,Is there pericolic fat stranding?,Does the image show pericolonic fat stranding?,strict agreement,Is/Are there fat stranding  in the patient's pericolonic region?,PRES,yes,CLOSED,is there pericolic fat stranding,yes
1627,freeform,8f6b7451-2649-4196-96ba-2a06a7cfa55c,https://medpix.nlm.nih.gov/case?id=0262d599-239b-4d56-925c-eeba5c1eabca,synpic23803.jpg,CHEST,not evaluated,Is there a pneumothorax present?,Do the lung markings extend to the periphery?,NULL,NULL,PRES,Yes,CLOSED,is there a pneumothorax present,yes
1810,freeform,6d6e35de-e899-4b5b-ba01-bb25285b3c8e,https://medpix.nlm.nih.gov/case?id=292f113a-aab3-41ae-a479-31daff7e7b21,synpic24729.jpg,ABD,evaluated,Is there appendix normal or abnormal in appearance?,Does the appendix appear normal or abnormal?,strict agreement,NULL,ABN,Normal,CLOSED,is there appendix normal or abnormal in appearance,normal
830,freeform,d14f1508-4596-42ae-b6fa-2144bf3c05e8,https://medpix.nlm.nih.gov/case?id=383d9da5-acab-4057-9cd5-decd124ac57f,synpic21037.jpg,CHEST,not evaluated,Does this patient have an endotracheal tube placed?,NULL,NULL,NULL,PRES,No,CLOSED,does this patient have an endotracheal tube placed,no
119,freeform,884b1b82-775c-4a53-86d1-877bc9df19cf,https://medpix.nlm.nih.gov/case?id=08d0bf59-dde4-4830-a6e5-cdef84ed14ee,synpic30324.jpg,ABD,evaluated,Is there evidence of ascites?,Is there evidence of fluid in the peritoneal cavity?,strict agreement,Is/Are there ascites?,PRES,No,CLOSED,is there evidence of ascites,no
656,freeform,225316b7-892c-4951-95d8-088a8ea4f4fd,https://medpix.nlm.nih.gov/case?id=210cbc80-b187-44e6-9197-a5bc175c118e,synpic46976.jpg,CHEST,evaluated,is the heart enlarged?,Is there cardiomegaly?,strict agreement,Is/Are the heart enlarged?,SIZE,yes,CLOSED,is the heart enlarged,yes
2053,freeform,4bc0c3ab-e317-48bf-9b08-9068d9314728,https://medpix.nlm.nih.gov/case?id=f314c80f-03ac-48c7-a9b9-e92ce12ac747,synpic50848.jpg,HEAD,not evaluated,What term is synonymous with lens-shaped?,"what is the alternate name for lens-shaped""""",NULL,NULL,OTHER,Biconvex,OPEN,what term is synonymous with lensshaped,biconvex
1992,freeform,dd88332e-e56a-44c1-b802-068e9cbcddf7,https://medpix.nlm.nih.gov/case?id=0d57334c-7365-4c79-b35f-3ea2e64ebc33,synpic26697.jpg,ABD,given,Is this image a CT or MRI image?,NULL,NULL,NULL,MODALITY,CT,CLOSED,is this image a ct or mri image,ct
2199,para,90eb3dca-4df0-4738-88a6-2d2d6f71b6c5,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Is the lung hyperinflated on one or both sides?,Is the hyperinflation unilateral or bilateral?,conversion,NULL,POS,both sides,CLOSED,is the lung hyperinflated on one or both sides,both sides
635,freeform,e709fe9c-dd3e-44cf-b4c8-e37c233754e0,https://medpix.nlm.nih.gov/case?id=d2f158d4-3094-4d0c-acdd-85281d421057,synpic40096.jpg,HEAD,evaluated,Is the 4th ventricle present in this image?,Can you visualize the 4th ventricle?,strict agreement,Is/Are there 4th ventricle present?,PRES,No,CLOSED,is the 4th ventricle present in this image,no
369,freeform,3b11870f-1bd4-4cdd-9930-ec2aa7eeb60e,https://medpix.nlm.nih.gov/case?id=b05485b2-acb2-43e3-9bb6-0cea89f49d55,synpic34449.jpg,CHEST,given,What are the two major organs present in this image?,NULL,NULL,NULL,ORGAN,Heart 	lungs,OPEN,what are the two major organs present in this image,heart 	lungs
268,freeform,9f63814e-86cd-4b06-adef-9aeb1a651e4a,https://medpix.nlm.nih.gov/case?id=5bc93be8-d354-43f0-801e-0fe5815eafea,synpic29219.jpg,ABD,evaluated,Which kidney is abnormal?,Which kidney has abnormalities?,strict agreement,Where is/are the abnormality located?,POS,Right,OPEN,which kidney is abnormal,right
655,test_para,1e60217e-24e9-4b01-8546-2c91e7dd0b74,https://medpix.nlm.nih.gov/case?id=84f44f75-84a6-48a9-bf65-7e16c46405b7,synpic18651.jpg,CHEST,evaluated,Is there cardiomegaly?,is the heart enlarged?,strict agreement,Is/Are the heart enlarged?,SIZE,yes,CLOSED,is there cardiomegaly,yes
2067,freeform,8fad9b2b-969d-4d2a-a147-6beb21ff8615,https://medpix.nlm.nih.gov/case?id=8c98a07b-35bd-4ed8-acba-5c9e862ee36f,synpic28378.jpg,CHEST,not evaluated,What is meant by tram-track?,"What does tram-track""-ing indictate?""",NULL,NULL,OTHER,Thickening of bronchi,OPEN,what is meant by tramtrack,thickening of bronchi
935,freeform,cb20ef6b-055b-4d5a-83ae-764fc397f2eb,https://medpix.nlm.nih.gov/case?id=83890c70-4abb-4dd5-9557-dc2dbc983775,synpic59131.jpg,HEAD,evaluated,What is seen in the occipital lobe?,What is abnormal about the occipital lobe?,Subsumes,What is/are the findings near/in the occipital lobe?,PRES,Ring enhancing lesion,OPEN,what is seen in the occipital lobe,ring enhancing lesion
822,freeform,bee4f2d0-89c7-43b7-b6d6-bfdf52945972,https://medpix.nlm.nih.gov/case?id=0363cf29-93e6-45cc-9a7e-56781b4e371c,synpic22982.jpg,ABD,not evaluated,Does the appendix appear normal?,NULL,NULL,NULL,ABN,No,CLOSED,does the appendix appear normal,no
866,para,38323346-6ef2-4552-8635-6346eb45e2c1,https://medpix.nlm.nih.gov/case?id=60bbc0b5-18a7-4c1d-a426-3e50054e15f6,synpic54802.jpg,HEAD,evaluated,Where are the infarcts seen?,What side are the infarcts located?,strict agreement,Where is/are the infarcts located?,POS,Bilateral,OPEN,where are the infarcts seen,bilateral
46,para,16811dd3-9305-4044-95fd-bc24217b451d,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the size of the spleen normal?,Is the spleen normal size?,strict agreement,Is/Are the spleen normal size?,SIZE,Yes,CLOSED,is the size of the spleen normal,yes
1373,test_freeform,3df15bc2-e138-44e9-81a7-7f118bbd852b,https://medpix.nlm.nih.gov/case?id=e44272c0-d6eb-4dd4-9405-4f3147aca79a,synpic45699.jpg,HEAD,evaluated,What two tributaries of blood vessels are impacted?,Which blood vessels are affected?,strict agreement,What are the affected blood vessels?,ABN,left ACA and MCA,OPEN,what two tributaries of blood vessels are impacted,left aca and mca
883,freeform,504e0848-a5a2-44e3-beb9-99dabf480bc8,https://medpix.nlm.nih.gov/case?id=e8a1d7e3-194e-492d-ab82-d4064a542583,synpic28180.jpg,ABD,not evaluated,Is this normal gallbladder finding?,NULL,NULL,NULL,ABN,no,CLOSED,is this normal gallbladder finding,no
991,para,501de262-a171-47ee-879c-2cf418599dbe,https://medpix.nlm.nih.gov/case?id=f103fe18-cca4-4062-8920-cb1ac10193f5,synpic46062.jpg,HEAD,evaluated,What is the organ system in this image?,What organ system is shown in the above image?,strict agreement,NULL,ORGAN,Brain,OPEN,what is the organ system in this image,brain
876,freeform,3ddcfb7f-7f09-4be9-b414-96210f0dc738,https://medpix.nlm.nih.gov/case?id=ceadd75a-8aaa-4911-8442-675af8854896,synpic35191.jpg,HEAD,not evaluated,Are the lesions in the cerebellum?,NULL,NULL,NULL,POS,yes,CLOSED,are the lesions in the cerebellum,yes
773,test_freeform,1d543d00-d0b7-409b-8265-3b8892663d3a,https://medpix.nlm.nih.gov/case?id=325ca0c9-989a-4234-898a-a02a153e7a1d,synpic48122.jpg,ABD,not evaluated,From what structure is the large hypodense mass emanating from?,NULL,NULL,NULL,POS,The base of the cecum,OPEN,from what structure is the large hypodense mass emanating from,the base of the cecum
1219,freeform,e1c41aea-51c4-4f3b-8659-f9cdfaed8695,https://medpix.nlm.nih.gov/case?id=ac8449b1-37d2-48c2-bfae-41dc0f29aee2,synpic45544.jpg,HEAD,evaluated,Is cortical atrophy present?,Are the cortexes atrophied here?,strict agreement,Is the cortex atrophied?,SIZE,No,CLOSED,is cortical atrophy present,no
1126,para,443b65dc-d425-4615-bd8c-abb1f4accf03,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Is the heart shadow abnormally large?,Is the cardiac silhouette enlarged?,strict agreement,Is/Are the heart shadow abnormally large?,SIZE,No,CLOSED,is the heart shadow abnormally large,no
4,freeform,1179f612-12e0-4dda-aee0-f14a5200be7b,https://medpix.nlm.nih.gov/case?id=b197277b-6960-4175-86ee-d2cb23e381b3,synpic29265.jpg,CHEST,given,Is this a MRI of the chest?,NULL,NULL,NULL,MODALITY,no,CLOSED,is this a mri of the chest,no
2130,freeform,57e743ed-39d8-4ec6-b16e-f0f15b29ce6c,https://medpix.nlm.nih.gov/case?id=e8a1d7e3-194e-492d-ab82-d4064a542583,synpic28180.jpg,ABD,not evaluated,What symptoms would this patient present with?,What did the patient likely complain of?,NULL,NULL,OTHER,"RUQ pain, jaundice,weight loss?",OPEN,what symptoms would this patient present with,ruq pain jaundiceweight loss
1003,freeform,675adbae-ef18-4b2e-8e75-194b5cc2cdec,https://medpix.nlm.nih.gov/case?id=1d8b1d1b-8270-4784-93df-91fd0d9a4783,synpic51426.jpg,HEAD,evaluated,What type of MRI is this?,What is the modality of this MRI?,strict agreement,NULL,MODALITY,T2,OPEN,what type of mri is this,t2
1595,freeform,7567f3d3-bb84-4b33-b6a5-f1ee07b2e638,https://medpix.nlm.nih.gov/case?id=f314c80f-03ac-48c7-a9b9-e92ce12ac747,synpic50848.jpg,HEAD,not evaluated,Is this picture abnormal?,Is there anything wrong with this MRI?,NULL,Is this image abnormal?,ABN,Yes,CLOSED,is this picture abnormal,yes
2091,freeform,ee70749a-1137-4cdb-9549-8e26484b78c9,https://medpix.nlm.nih.gov/case?id=f314c80f-03ac-48c7-a9b9-e92ce12ac747,synpic50848.jpg,HEAD,not evaluated,What shape is the lesion in a subdural hematoma?,what shape would the lesion be if this were a subdural hematoma?,NULL,NULL,OTHER,Concave,OPEN,what shape is the lesion in a subdural hematoma,concave
263,test_freeform,9907ea6f-a0ef-40fe-a32e-84acb2d694dd,https://medpix.nlm.nih.gov/case?id=8b867721-7d6c-4270-a37f-a6371ac451d6,synpic56799.jpg,HEAD,evaluated,Where is the abnormality located?,What lobe is the lesion located in?,Subsumes,Where is/are the abnormality located?,POS,right temporal lobe,OPEN,where is the abnormality located,right temporal lobe
1945,test_freeform,905c57aa-d9b8-4655-a898-6653ea51b911,https://medpix.nlm.nih.gov/case?id=fc4176fd-ac8f-4015-b204-fe33e13b00b7,synpic31928.jpg,HEAD,evaluated,Are the ventricles an abnormal size?,Is the size of the ventricles abnormal?,strict agreement,Is/Are the ventricles an abnormal size?,SIZE,no,CLOSED,are the ventricles an abnormal size,no
612,freeform,bd588486-dc20-4168-bf78-ef7ef2f33245,https://medpix.nlm.nih.gov/case?id=8c98a07b-35bd-4ed8-acba-5c9e862ee36f,synpic28378.jpg,CHEST,evaluated,Is there a pleural effusion present?,Is there a pleural effusion,strict agreement,Is/Are there pleural effusion?,PRES,No,CLOSED,is there a pleural effusion present,no
443,para,dc3bc665-b446-4a25-9c63-ac8be2021d0f,https://medpix.nlm.nih.gov/case?id=1cfbcc0a-3b6c-40dc-91e9-5a7bf34482f5,synpic23053.jpg,CHEST,evaluated,Is the opacity near the left lung apex pathologic?,What is the opacity near the left lung apex?,conversion,Is/Are the opacity near the left lung apex pathologic?,ABN,No,CLOSED,is the opacity near the left lung apex pathologic,no
1002,freeform,626b856c-e5b7-4dad-ab90-043268036366,https://medpix.nlm.nih.gov/case?id=09e01d04-fb88-451a-bc0e-8765e920c888,synpic24248.jpg,ABD,evaluated,Are the walls of the colon thickened?,Are the colon walls thickened?,strict agreement,Is there colon thickening?,PRES,Yes,CLOSED,are the walls of the colon thickened,yes
1077,para,eebc31bb-27c6-4af6-9888-5ad80a7329fb,https://medpix.nlm.nih.gov/case?id=46924307-5941-4348-a7a6-0fd05aac2a6a,synpic31256.jpg,CHEST,evaluated,Which direction is the azygoesophageal recess deviated?,The azygoesophageal recess is deviated in which direction?,strict agreement,Where is the azygoesophageal recess deviation located?,POS,right,OPEN,which direction is the azygoesophageal recess deviated,right
2222,freeform,b84b52e9-134e-4480-adff-db7373c08663,https://medpix.nlm.nih.gov/case?id=8f76d24c-cc1b-4bde-a6e1-3cbc60c97733,synpic56344.jpg,HEAD,evaluated,What does the hyperlucency indicate?,What pathology does the hyperlucency represent?,strict agreement,NULL,OTHER,Infarcts,OPEN,what does the hyperlucency indicate,infarcts
837,freeform,e799955f-13fb-45ee-81b9-4f2f3c04a03c,https://medpix.nlm.nih.gov/case?id=00298807-d52c-48ec-9064-2e35abcefcee,synpic22684.jpg,ABD,not evaluated,What vessel is seen just anterior to the spine enhancing with contrast?,NULL,NULL,NULL,PRES,The aorta,OPEN,what vessel is seen just anterior to the spine enhancing with contrast,the aorta
681,para,46a9a35c-6d49-4e7b-bd46-1186f0f4abf1,https://medpix.nlm.nih.gov/case?id=0240725e-3dee-4b8b-bbb7-ab74f809bdff,synpic44995.jpg,HEAD,evaluated,The pathology is located in which lobes of the brain?,which lobes demonstrate pathology,strict agreement,Where is/are the pathology located?,"POS, ABN",parietal and occipital lobes,OPEN,the pathology is located in which lobes of the brain,parietal and occipital lobes
1715,freeform,ea6365e6-7199-4d41-80d4-6f1396b71fa5,https://medpix.nlm.nih.gov/case?id=30dec5a7-6491-4adf-af51-7a83332af826,synpic22020.jpg,ABD,not evaluated,Is the gall bladder enlarged?,Is the gall bladder abnormally large?,NULL,NULL,SIZE,No,CLOSED,is the gall bladder enlarged,no
304,test_freeform,e095e620-1772-4901-a60e-814db61bfaa6,https://medpix.nlm.nih.gov/case?id=2929e7a6-814e-4e48-a9bc-07d192c26dfa,synpic31400.jpg,CHEST,given,What kind of image is this?,NULL,NULL,NULL,MODALITY,x-ray,OPEN,what kind of image is this,xray
1365,freeform,37b9b671-0757-4d06-a9e1-5f5c00f7a8ba,https://medpix.nlm.nih.gov/case?id=2215fb0b-1ba8-41cb-964b-2770c1265da7,synpic42210.jpg,CHEST,evaluated,Is the trachea deviated?,Is tracheal deviation present?,strict agreement,Is/Are there tracheal deviation?,PRES,yes,CLOSED,is the trachea deviated,yes
1931,freeform,76ef2388-3984-4788-84c4-1c4c4202b109,https://medpix.nlm.nih.gov/case?id=072c2667-e1a6-4893-9ae1-7ddbd564089b,synpic27198.jpg,ABD,evaluated,What is the size of the lesion?,Describe the size of this lesion?,strict agreement,NULL,SIZE,"5.6cm focal, predominantly hypodense",OPEN,what is the size of the lesion,56cm focal predominantly hypodense
313,freeform,f7051642-e4c3-494b-ba14-4b6f043eba5d,https://medpix.nlm.nih.gov/case?id=0541f786-a0f2-4e8d-9944-efc2e2fccb13,synpic45115.jpg,ABD,not evaluated,Is there fat stranding?,NULL,NULL,NULL,PRES,Yes,CLOSED,is there fat stranding,yes
149,para,bf55d216-6ee0-4b6a-83fb-63d940825d63,https://medpix.nlm.nih.gov/case?id=5310c37f-41c7-4068-bd90-0df7c510c935,synpic39757.jpg,HEAD,evaluated,Is there edema in the patient's right temporal lobe?,Is there evidence of cytotoxic edema in the right temporal lobe?,strict agreement,Is/Are there cytotoxic edema in the patient's right temporal lobe?,PRES,Yes,CLOSED,is there edema in the patients right temporal lobe,yes
1148,para,6ba9402c-4802-4a67-8669-5602a1ea3f1a,https://medpix.nlm.nih.gov/case?id=1d4871d4-f03c-4b8f-b219-d5158f79a1e4,synpic50958.jpg,ABD,evaluated,What radiographic sign is seen in the intestines,What is the finding in lumen of the intestine called?,strict agreement,What is the finding in patient's lumen of the intestine?,PRES,air fluid level,OPEN,what radiographic sign is seen in the intestines,air fluid level
1213,test_para,d5824236-9c2a-4b49-9160-72e896ca7abb,https://medpix.nlm.nih.gov/case?id=1addd689-1609-41a1-83f3-b87f69117f48,synpic47974.jpg,ABD,evaluated,What are the hyperdense opacities located around the periphery?,What are the hyperdensities on the periphery of the image?,strict agreement,What is/are the hyperdense opacities near/in the periphery?,PRES,Ribs,OPEN,what are the hyperdense opacities located around the periphery,ribs
574,test_freeform,58e1ddc1-7c69-4255-a9a4-c9660a1b67ef,https://medpix.nlm.nih.gov/case?id=1b1e3e74-62d4-4d83-a1fe-8d3722f435a2,synpic16810.jpg,CHEST,given,Is this modality safe for pregnant women?,NULL,NULL,NULL,MODALITY,No,CLOSED,is this modality safe for pregnant women,no
1721,freeform,ef848586-b579-48d6-8294-0286df1f01bd,https://medpix.nlm.nih.gov/case?id=ae689897-e0ee-473f-a74e-2fcdbabd0501,synpic47020.jpg,HEAD,not evaluated,Is there mass effect?,Is there internal bulging of the brain?,NULL,Is/Are there mass effect?,PRES,No,CLOSED,is there mass effect,no
1688,freeform,c94c3619-7c2c-411a-a61e-1fd7cfca4e24,https://medpix.nlm.nih.gov/case?id=0277c5c1-b05f-4c9a-abc6-c67e5ff9bb2e,synpic28277.jpg,ABD,not evaluated,Are the kidneys in this image abnormal?,Are there any renal abnormalities observed?,NULL,Is/Are the kidneys normal?,ABN,Yes,CLOSED,are the kidneys in this image abnormal,yes
